antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Android Programming: The Big Nerd Ranch', 'A Beginner’s Guide'})","frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'Java For Dummies'})",frozenset({'A Beginner’s Guide'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'A Beginner’s Guide'})",frozenset({'Java For Dummies'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'Java For Dummies', 'A Beginner’s Guide'})",frozenset({'Android Programming: The Big Nerd Ranch'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Android Programming: The Big Nerd Ranch', 'Java For Dummies', 'A Beginner’s Guide'})",frozenset({'Java: The Complete Reference'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch'})","frozenset({'Java For Dummies', 'A Beginner’s Guide'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Android Programming: The Big Nerd Ranch', 'A Beginner’s Guide'})","frozenset({'Java: The Complete Reference', 'Java For Dummies'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Java For Dummies', 'A Beginner’s Guide'})","frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Beginning Programming with Java', 'HTML and CSS: Design and Build Websites', 'Head First Java 2nd Edition'})",frozenset({'A Beginner’s Guide'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Beginning Programming with Java', 'HTML and CSS: Design and Build Websites', 'A Beginner’s Guide'})",frozenset({'Head First Java 2nd Edition'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Beginning Programming with Java', 'Head First Java 2nd Edition', 'A Beginner’s Guide'})",frozenset({'HTML and CSS: Design and Build Websites'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'HTML and CSS: Design and Build Websites', 'Head First Java 2nd Edition', 'A Beginner’s Guide'})",frozenset({'Beginning Programming with Java'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Beginning Programming with Java', 'HTML and CSS: Design and Build Websites'})","frozenset({'Head First Java 2nd Edition', 'A Beginner’s Guide'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Beginning Programming with Java', 'A Beginner’s Guide'})","frozenset({'HTML and CSS: Design and Build Websites', 'Head First Java 2nd Edition'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'HTML and CSS: Design and Build Websites', 'Head First Java 2nd Edition'})","frozenset({'Beginning Programming with Java', 'A Beginner’s Guide'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Head First Java 2nd Edition', 'A Beginner’s Guide'})","frozenset({'Beginning Programming with Java', 'HTML and CSS: Design and Build Websites'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'C++ Programming in Easy Steps', 'HTML and CSS: Design and Build Websites', 'Effective Java (2nd Edition)'})",frozenset({'A Beginner’s Guide'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'C++ Programming in Easy Steps', 'HTML and CSS: Design and Build Websites', 'A Beginner’s Guide'})",frozenset({'Effective Java (2nd Edition)'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'A Beginner’s Guide', 'HTML and CSS: Design and Build Websites', 'Effective Java (2nd Edition)'})",frozenset({'C++ Programming in Easy Steps'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'A Beginner’s Guide'})",frozenset({'HTML and CSS: Design and Build Websites'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'C++ Programming in Easy Steps', 'HTML and CSS: Design and Build Websites'})","frozenset({'Effective Java (2nd Edition)', 'A Beginner’s Guide'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'C++ Programming in Easy Steps', 'A Beginner’s Guide'})","frozenset({'HTML and CSS: Design and Build Websites', 'Effective Java (2nd Edition)'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Effective Java (2nd Edition)', 'A Beginner’s Guide'})","frozenset({'C++ Programming in Easy Steps', 'HTML and CSS: Design and Build Websites'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites', 'Effective Java (2nd Edition)'})",frozenset({'A Beginner’s Guide'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites', 'A Beginner’s Guide'})",frozenset({'Effective Java (2nd Edition)'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'A Beginner’s Guide', 'HTML and CSS: Design and Build Websites', 'Effective Java (2nd Edition)'})",frozenset({'Java: The Complete Reference'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java: The Complete Reference', 'Effective Java (2nd Edition)', 'A Beginner’s Guide'})",frozenset({'HTML and CSS: Design and Build Websites'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites'})","frozenset({'Effective Java (2nd Edition)', 'A Beginner’s Guide'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Java: The Complete Reference', 'Effective Java (2nd Edition)'})","frozenset({'HTML and CSS: Design and Build Websites', 'A Beginner’s Guide'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Effective Java (2nd Edition)', 'A Beginner’s Guide'})","frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites', 'Java For Dummies'})",frozenset({'A Beginner’s Guide'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites', 'A Beginner’s Guide'})",frozenset({'Java For Dummies'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java: The Complete Reference', 'Java For Dummies', 'A Beginner’s Guide'})",frozenset({'HTML and CSS: Design and Build Websites'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'HTML and CSS: Design and Build Websites', 'Java For Dummies', 'A Beginner’s Guide'})",frozenset({'Java: The Complete Reference'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites'})","frozenset({'Java For Dummies', 'A Beginner’s Guide'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'HTML and CSS: Design and Build Websites', 'Java For Dummies'})","frozenset({'Java: The Complete Reference', 'A Beginner’s Guide'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Java For Dummies', 'A Beginner’s Guide'})","frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Java 8 Pocket Guide', 'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java'})",frozenset({'Head First Java 2nd Edition'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java 8 Pocket Guide', 'Android Programming: The Big Nerd Ranch', 'Head First Java 2nd Edition'})",frozenset({'Beginning Programming with Java'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'Head First Java 2nd Edition'})",frozenset({'Android Programming: The Big Nerd Ranch'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java', 'Head First Java 2nd Edition'})",frozenset({'Java 8 Pocket Guide'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java 8 Pocket Guide', 'Android Programming: The Big Nerd Ranch'})","frozenset({'Beginning Programming with Java', 'Head First Java 2nd Edition'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Java 8 Pocket Guide', 'Head First Java 2nd Edition'})","frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java'})","frozenset({'Java 8 Pocket Guide', 'Head First Java 2nd Edition'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java', 'Head First Java 2nd Edition'})",frozenset({'Java For Dummies'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java', 'Java For Dummies'})",frozenset({'Head First Java 2nd Edition'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Android Programming: The Big Nerd Ranch', 'Head First Java 2nd Edition', 'Java For Dummies'})",frozenset({'Beginning Programming with Java'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Beginning Programming with Java', 'Head First Java 2nd Edition', 'Java For Dummies'})",frozenset({'Android Programming: The Big Nerd Ranch'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java'})","frozenset({'Head First Java 2nd Edition', 'Java For Dummies'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Beginning Programming with Java', 'Java For Dummies'})","frozenset({'Android Programming: The Big Nerd Ranch', 'Head First Java 2nd Edition'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Head First Java 2nd Edition', 'Java For Dummies'})","frozenset({'Android Programming: The Big Nerd Ranch', 'Beginning Programming with Java'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'HTML and CSS: Design and Build Websites'})",frozenset({'Java For Dummies'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'Java For Dummies'})",frozenset({'HTML and CSS: Design and Build Websites'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites', 'Java For Dummies'})",frozenset({'Android Programming: The Big Nerd Ranch'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Android Programming: The Big Nerd Ranch', 'HTML and CSS: Design and Build Websites', 'Java For Dummies'})",frozenset({'Java: The Complete Reference'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch'})","frozenset({'HTML and CSS: Design and Build Websites', 'Java For Dummies'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
"frozenset({'Java: The Complete Reference', 'HTML and CSS: Design and Build Websites'})","frozenset({'Android Programming: The Big Nerd Ranch', 'Java For Dummies'})",0.3,0.4,0.2,0.6666666666666667,1.6666666666666667,1.0,0.08000000000000002,1.8000000000000003,0.5714285714285716,0.4000000000000001,0.44444444444444453,0.5833333333333334
"frozenset({'Android Programming: The Big Nerd Ranch', 'HTML and CSS: Design and Build Websites'})","frozenset({'Java: The Complete Reference', 'Java For Dummies'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'HTML and CSS: Design and Build Websites', 'Java For Dummies'})","frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'Head First Java 2nd Edition'})",frozenset({'Java For Dummies'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch', 'Java For Dummies'})",frozenset({'Head First Java 2nd Edition'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java: The Complete Reference', 'Head First Java 2nd Edition', 'Java For Dummies'})",frozenset({'Android Programming: The Big Nerd Ranch'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Android Programming: The Big Nerd Ranch', 'Head First Java 2nd Edition', 'Java For Dummies'})",frozenset({'Java: The Complete Reference'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch'})","frozenset({'Head First Java 2nd Edition', 'Java For Dummies'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'Java: The Complete Reference', 'Head First Java 2nd Edition'})","frozenset({'Android Programming: The Big Nerd Ranch', 'Java For Dummies'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'Head First Java 2nd Edition', 'Java For Dummies'})","frozenset({'Java: The Complete Reference', 'Android Programming: The Big Nerd Ranch'})",0.3,0.3,0.2,0.6666666666666667,2.2222222222222228,1.0,0.11000000000000001,2.1000000000000005,0.7857142857142859,0.5000000000000001,0.523809523809524,0.6666666666666667
"frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Beginning Programming with Java'})",frozenset({'Head First Java 2nd Edition'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'C++ Programming in Easy Steps', 'Beginning Programming with Java', 'Head First Java 2nd Edition'})",frozenset({'Effective Java (2nd Edition)'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",frozenset({'Beginning Programming with Java'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'Beginning Programming with Java', 'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",frozenset({'C++ Programming in Easy Steps'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
"frozenset({'C++ Programming in Easy Steps', 'Beginning Programming with Java'})","frozenset({'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})",0.3,0.2,0.2,0.6666666666666667,3.3333333333333335,1.0,0.14,2.400000000000001,1.0000000000000002,0.6666666666666667,0.5833333333333334,0.8333333333333334
"frozenset({'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})","frozenset({'Beginning Programming with Java', 'Effective Java (2nd Edition)'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Beginning Programming with Java', 'Effective Java (2nd Edition)'})","frozenset({'C++ Programming in Easy Steps', 'Head First Java 2nd Edition'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'Effective Java (2nd Edition)', 'Head First Java 2nd Edition'})","frozenset({'C++ Programming in Easy Steps', 'Beginning Programming with Java'})",0.2,0.3,0.2,1.0,3.3333333333333335,1.0,0.14,inf,0.8749999999999999,0.6666666666666667,1.0,0.8333333333333334
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Beginning Programming with Java'})",frozenset({'Effective Java (2nd Edition)'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java 8 Pocket Guide', 'C++ Programming in Easy Steps', 'Effective Java (2nd Edition)'})",frozenset({'Beginning Programming with Java'}),0.3,0.5,0.2,0.6666666666666667,1.3333333333333335,1.0,0.05000000000000002,1.5000000000000004,0.3571428571428573,0.3333333333333333,0.3333333333333335,0.5333333333333334
"frozenset({'Java 8 Pocket Guide', 'Beginning Programming with Java', 'Effective Java (2nd Edition)'})",frozenset({'C++ Programming in Easy Steps'}),0.2,0.5,0.2,1.0,2.0,1.0,0.1,inf,0.6249999999999999,0.4000000000000001,1.0,0.7
